data,dataset_id,gencode_id,gene_symbol,tissue_site_detail_id,unit
12.57,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
15.77,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
14.5,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
15.15,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.8,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.2,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.12,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
15.84,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
11.48,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
14.96,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
10.56,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
5.322,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
10.14,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
10.55,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
16.86,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
18.31,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
10.05,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
11.65,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
13.62,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.97,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
11.21,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.65,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
19.81,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
16.03,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.54,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.99,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
18.6,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
19.37,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
14.05,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
14.85,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
22.19,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
13.72,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
13.44,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.51,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
15.1,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
10.48,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
13.3,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
16.33,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
19.86,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.88,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
13.15,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.81,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
21.49,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
16.0,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
15.24,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
16.78,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
14.93,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.42,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.6,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
10.17,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
14.19,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
11.9,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.44,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.54,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
4.033,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
13.14,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
13.57,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
20.61,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.51,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
9.365,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
20.93,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.82,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.29,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
16.38,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
15.74,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.04,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
17.28,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
20.94,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
12.6,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
14.1,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
19.64,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
15.71,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
13.23,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
13.98,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
16.64,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
16.12,gtex_v8,ENSG00000133703.11,KRAS,Skin_Not_Sun_Exposed_Suprapubic,TPM
25.43,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.77,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.67,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.87,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.34,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
13.73,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
7.147,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.77,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
24.23,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
9.811,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
7.008,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
9.178,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.46,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
12.99,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.68,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
6.737,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.48,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
30.77,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.98,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.75,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.39,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
6.966,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
25.77,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.13,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.35,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.77,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
30.93,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
2.638,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.56,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
23.92,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
10.24,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.55,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
24.03,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
16.64,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.17,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
9.891,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.23,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
13.0,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
4.954,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.11,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
7.881,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.0,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.63,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
12.97,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.88,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
5.879,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.63,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.22,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.64,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.93,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.49,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.26,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
13.47,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.87,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
12.66,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.15,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
22.75,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
12.61,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.4,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
22.16,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.39,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
25.47,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
7.757,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.3,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.52,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
28.1,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
29.6,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
5.561,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
5.991,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
5.356,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.3,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.95,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.7,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.64,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.15,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.55,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
24.9,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.06,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
26.99,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
12.21,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.45,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
8.553,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.11,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.0,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
30.16,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.66,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
7.527,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.52,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
3.469,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
4.648,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
8.764,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.77,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
16.95,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
10.37,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.12,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.21,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
28.55,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.76,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.6,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
23.13,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
25.71,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
16.1,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
8.869,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
23.25,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.89,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.52,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
10.7,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
6.971,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
4.337,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
9.472,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.79,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
16.63,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.46,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
16.22,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
8.121,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
24.25,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.2,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.84,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
24.64,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.94,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
10.98,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.09,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.0,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
22.22,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.83,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
16.78,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.38,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
3.167,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
8.904,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
28.95,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.26,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.3,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.35,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
7.032,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.93,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.55,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
9.54,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.99,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
9.649,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
8.458,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.23,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
12.18,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.03,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
3.058,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.09,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.52,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
24.12,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.62,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
6.005,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.06,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.37,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
6.704,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
11.13,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.75,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
25.38,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
24.48,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
10.58,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
2.473,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.94,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.13,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.25,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
5.587,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
17.93,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.35,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.47,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
9.018,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
22.32,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.42,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
5.734,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
12.58,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
5.61,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
23.14,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.49,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
24.06,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
23.79,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
51.2,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
28.68,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
30.68,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.94,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
28.73,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
19.91,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
34.76,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
15.88,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
16.75,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
14.37,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
28.36,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
41.36,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
35.28,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
25.6,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
7.472,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.73,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
25.45,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
1.84,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
36.93,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
18.89,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
10.43,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.37,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
35.68,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
23.69,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
20.96,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
21.26,gtex_v8,ENSG00000133703.11,KRAS,Brain_Frontal_Cortex_BA9,TPM
